source	time	heading	story	url
Tribal Football	1549866240	REVEALED: Man Utd agree to offer permanent job to Solskjaer	Manchester United's board have agreed to offer the fulltime job to manager Ole Gunnar Solskjaer.The Sun says the decision has been made at board level, alth.	https://news.google.com/articles/CAIiELF6Sjold5oFGyIM6faWhfcqGQgEKhAIACoHCAow2Z3dCjCbwdABMNCxoQM?hl=en-IN&gl=IN&ceid=IN%3Aen
Norwich Bulletin	1549742400	Mohegan tribal chairman resigns	"MOHEGAN - Kevin ""Red Eagle"" Brown is immediately stepping down from his role as chairman of the Mohegan Tribe, according to a statement released this ..."	https://news.google.com/articles/CBMiTWh0dHBzOi8vd3d3Lm5vcndpY2hidWxsZXRpbi5jb20vbmV3cy8yMDE5MDIwOS9tb2hlZ2FuLXRyaWJhbC1jaGFpcm1hbi1yZXNpZ25z0gGtAWh0dHBzOi8vd3d3LW5vcndpY2hidWxsZXRpbi1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cubm9yd2ljaGJ1bGxldGluLmNvbS9uZXdzLzIwMTkwMjA5L21vaGVnYW4tdHJpYmFsLWNoYWlybWFuLXJlc2lnbnM_dGVtcGxhdGU9YW1wYXJ0JmFtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Hollywood Reporter	1549559700	'Survivor Edge of Extinction': Tribal Council and Extinction Island, Explained	The 'Survivor: Edge of Extinction' Tribal Council owes origins to the age when dinosaurs roamed the earth.	https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmhvbGx5d29vZHJlcG9ydGVyLmNvbS9saXZlLWZlZWQvc3Vydml2b3ItZWRnZS1leHRpbmN0aW9uLXRyaWJhbC1jb3VuY2lsLWV4dGluY3Rpb24taXNsYW5kLWV4cGxhaW5lZC0xMTgzNzE00gHNAWh0dHBzOi8vd3d3LWhvbGx5d29vZHJlcG9ydGVyLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5ob2xseXdvb2RyZXBvcnRlci5jb20vYW1wL2xpdmUtZmVlZC9zdXJ2aXZvci1lZGdlLWV4dGluY3Rpb24tdHJpYmFsLWNvdW5jaWwtZXh0aW5jdGlvbi1pc2xhbmQtZXhwbGFpbmVkLTExODM3MTQ_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Kotatv	1549386665	Rosebud man identified in tribal officer shooting	The FBI has identified the man who died after he was shot by an officer on the Rosebud Indian Reservation.	https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmtvdGF0di5jb20vY29udGVudC9uZXdzL1Jvc2VidWQtbWFuLWlkZW50aWZpZWQtaW4tdHJpYmFsLW9mZmljZXItc2hvb3RpbmctNTA1MzY0NDUxLmh0bWzSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
KTOO	1548230400	Shutdown puts strain on some Alaska Native tribes and tribal organizations	Some Alaska Native tribes and tribal organizations are dipping into reserves in order to pay for services that the federal government usually covers.	https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3Lmt0b28ub3JnLzIwMTkvMDEvMjMvc2h1dGRvd24tcHV0cy1zdHJhaW4tb24tc29tZS1hbGFza2EtbmF0aXZlLXRyaWJlcy1hbmQtdHJpYmFsLW9yZ2FuaXphdGlvbnMv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
CNN	1549052460	Elizabeth Warren apologized to Cherokee Nation over DNA test, tribe says	Sen. Elizabeth Warren has apologized to Cherokee Nation leaders over her attempt to use a DNA test to confirm her past claims to Native American ancestry, ...	https://news.google.com/articles/CAIiEEhYkjBqIijlm7-er9kH0JcqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-IN&gl=IN&ceid=IN%3Aen
The Atlantic	1547366400	Can Congress Void a Tribal Treaty Without Telling Anyone?	Herrera v. Wyoming, an Indian treaty-rights case argued in the Supreme Court last Tuesday, revolves around a basic of federal Indian law: No promise to Indian ...	https://news.google.com/articles/CAIiEAOk4elM_aXEaBg0YcU32eEqFggEKg0IACoGCAowm_EEMKAiMJXamQY?hl=en-IN&gl=IN&ceid=IN%3Aen
NDTV News	1548144000	58 Tribal Guests, 22 Tableaux To Mark 90-Minute Republic Day Parade	Fifty-eight tribal guests from various parts of the country, 22 tableaux of states and central government departments, and performance by school children will ...	https://news.google.com/articles/CAIiEOylfuxVKsPld_3mjDJRGaAqGQgEKhAIACoHCAowj8n_CjDIrfkCMPGi6AU?hl=en-IN&gl=IN&ceid=IN%3Aen
Signals AZ	1549384527	Quarterly Tribal Gaming Contributions Generate $16.7 million for the State of Arizona	PHOENIX – The Arizona Department of Gaming (ADG) announced today that statewide tribal gaming contributions generated approximately $16.7 million for the ...	https://news.google.com/articles/CBMieGh0dHBzOi8vd3d3LnNpZ25hbHNhei5jb20vYXJ0aWNsZXMvcXVhcnRlcmx5LXRyaWJhbC1nYW1pbmctY29udHJpYnV0aW9ucy1nZW5lcmF0ZS0xNi03LW1pbGxpb24tZm9yLXRoZS1zdGF0ZS1vZi1hcml6b25hL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
CityLab	1547539200	How Government Shutdown Affects Native American Tribes	U.S. treaties guarantee services to Native Americans, many administered by the Bureau of Indian Affairs and other federal agencies affected by the shutdown.	https://news.google.com/articles/CAIiEGy30-D8JjVqXYHHatFujaYqGQgEKhAIACoHCAow9YD3CjCs_9UCML2E5QU?hl=en-IN&gl=IN&ceid=IN%3Aen
The Irish News	1549849394	Tribal politics restricting growth of integrated education, MPs told	LACK of vision, tribal politics and systemic inertia have restricted the growth of integrated education, a Westminster inquiry has heard. MPs were told that ...	https://news.google.com/articles/CBMiiQFodHRwczovL3d3dy5pcmlzaG5ld3MuY29tL25ld3MvZWR1Y2F0aW9ubmV3cy8yMDE5LzAyLzExL25ld3MvdHJpYmFsLXBvbGl0aWNzLXJlc3RyaWN0aW5nLWdyb3d0aC1vZi1pbnRlZ3JhdGVkLWVkdWNhdGlvbi1tcHMtdG9sZC0xNTQ4NDQ2L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Cape Cod Times	1549674600	Mashpee tribal council candidates cite need for change	MASHPEE — Mashpee Wampanoag Tribe members will go to the polls Sunday to decide on six tribal council seats that are up for grabs at a critical time.	https://news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmNhcGVjb2R0aW1lcy5jb20vbmV3cy8yMDE5MDIwOC9tYXNocGVlLXRyaWJhbC1jb3VuY2lsLWNhbmRpZGF0ZXMtY2l0ZS1uZWVkLWZvci1jaGFuZ2XSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
YourStory.com	1547798400	Centralised kitchens across tribal Maharashtra serve up a morsel of hope for malnourished children	Maharashtra has teamed up with many organisations to set up 'Annapurna' kitchens that whip up nutritionally balanced meals for malnourished tribal children.	https://news.google.com/articles/CBMiUmh0dHBzOi8veW91cnN0b3J5LmNvbS8yMDE5LzAxL21haGFyYXNodHJhLXBhbGdoYXItbWFsbm91cmlzaGVkLWFubmFwdXJuYS1raXRjaGVucy_SAZsBaHR0cHM6Ly95b3Vyc3RvcnktY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MveW91cnN0b3J5LmNvbS8yMDE5LzAxL21haGFyYXNodHJhLXBhbGdoYXItbWFsbm91cmlzaGVkLWFubmFwdXJuYS1raXRjaGVucy9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Middle East Eye	1549808100	Feuding tribes unite as new civil war looms in Libya's south	Two rivals in a neglected desert are putting aside a four-year feud to beat back Haftar's military advances.	https://news.google.com/articles/CBMiWGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvZmV1ZGluZy10cmliZXMtdW5pdGUtbmV3LWNpdmlsLXdhci1sb29tcy1saWJ5YXMtc291dGjSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Let's Go Tribe	1549884600	N&N: Looking closer at the Indians opening day roster	Morning news and notes for Monday, February 11, 2019.	https://news.google.com/articles/CAIiEK5BtSeRADAKV0ydozUHORYqGQgEKhAIACoHCAow-pOECzD8woADMIq_gQY?hl=en-IN&gl=IN&ceid=IN%3Aen
Tribal Football	1549798080	Mikel John Obi: The big thing missing at Sarri's Chelsea	Chelsea hero Mikel John Obi believes his old club are still battling to replace his generation of players.Now with Middlesbrough, Mikel finds himself in direct.	https://news.google.com/articles/CAIiEEiKsdoVnrglIGrd0lSG_oEqGQgEKhAIACoHCAow2Z3dCjCbwdABMNCxoQM?hl=en-IN&gl=IN&ceid=IN%3Aen
Times of India	1548403200	Pathalgarhi's long shadow: India's tribal heartland wants freedom from govt control	India News: What began as a movement against government control has led to 'autonomous' villages in Jharkhand, unrest in Odisha and policy changes in ...	https://news.google.com/articles/CBMikwFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9pbmRpYS9wYXRoYWxnYXJoaXMtbG9uZy1zaGFkb3ctaW5kaWFzLXRyaWJhbC1oZWFydGxhbmQtd2FudHMtZnJlZWRvbS1mcm9tLWdvdnQtY29udHJvbC9hcnRpY2xlc2hvdy82NzY3MzQ5MC5jbXPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Tribal Football	1549772100	5 things you may not know about Barcelona star Lionel Messi	The Argentine forward is a true superstar of the game and one of the most famous players on the planet, but here are some things you might not already know ...	https://news.google.com/articles/CAIiEAQ7Gb2qJ8jILaEn68MGMV8qGQgEKhAIACoHCAow2Z3dCjCbwdABMNCxoQM?hl=en-IN&gl=IN&ceid=IN%3Aen
Tribal Football	1549809600	9 hours ago Juventus ace Douglas Costa drops big Man Utd move hint online	Juventus attacker Douglas Costa has dropped a big Manchester United transfer hint, it has been revealed. TuttoJuve says the Brazil international has we.	https://news.google.com/articles/CAIiEEEXx3WyXxK_BWxTDzo_RUAqGQgEKhAIACoHCAow2Z3dCjCbwdABMNCxoQM?hl=en-IN&gl=IN&ceid=IN%3Aen
Helena Independent Record	1549804500	Small Business Summit in Helena to go over tribal relations, government contracts	The three-day conference to help small businesses in Montana broaden their horizons and work with the government and native tribes begins this week.	https://news.google.com/articles/CBMiiwFodHRwczovL2hlbGVuYWlyLmNvbS9idXNpbmVzcy9zbWFsbC1idXNpbmVzcy1zdW1taXQtaW4taGVsZW5hLXRvLWdvLW92ZXItdHJpYmFsLXJlbGF0aW9ucy9hcnRpY2xlX2Y4ZDE4NmVkLTgxMzgtNTRjNC04OGZhLWZmYTZmMTY5ZGQxZi5odG1s0gHUAWh0dHBzOi8vaGVsZW5haXItY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvaGVsZW5haXIuY29tL2J1c2luZXNzL3NtYWxsLWJ1c2luZXNzLXN1bW1pdC1pbi1oZWxlbmEtdG8tZ28tb3Zlci10cmliYWwtcmVsYXRpb25zL2FydGljbGVfZjhkMTg2ZWQtODEzOC01NGM0LTg4ZmEtZmZhNmYxNjlkZDFmLmFtcC5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Madison.com	1548144000	Dispute over tribal fishing among issues facing new DNR secretary	Some of the challenges facing new DNR secretary Preston Cole will be on the Natural Resources Board agenda this week.	https://news.google.com/articles/CAIiEAcjQgc9fGQrZs2m5SgOSBwqGQgEKhAIACoHCAow4bjwCjCW27oCMLickgM?hl=en-IN&gl=IN&ceid=IN%3Aen
Pacific Standard	1549461600	Inside One Native Tribe's Decades-Long Fight for Recognition	Thanks to federal neglect and one Republican senator, the Little Shell Tribe of Chippewa Indians has been denied land and essential government services.	https://news.google.com/articles/CBMiXGh0dHBzOi8vcHNtYWcuY29tL3NvY2lhbC1qdXN0aWNlL2luc2lkZS1vbmUtbmF0aXZlLXRyaWJlcy1kZWNhZGVzLWxvbmctZmlnaHQtZm9yLXJlY29nbml0aW9u0gGjAWh0dHBzOi8vcHNtYWctY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvcHNtYWcuY29tLy5hbXAvc29jaWFsLWp1c3RpY2UvaW5zaWRlLW9uZS1uYXRpdmUtdHJpYmVzLWRlY2FkZXMtbG9uZy1maWdodC1mb3ItcmVjb2duaXRpb24_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Hindustan Times	1549627860	US not seeking action against Sentinelese tribe for killing missionary	The US is not pursuing action against the Sentinelese tribe members who killed an American missionary trying to enter their forbidden island, according to the ...	https://news.google.com/articles/CAIiENW-5EIW2T1f3MA-FDIlxskqFggEKg4IACoGCAoww7k_MMevCDDl2wE?hl=en-IN&gl=IN&ceid=IN%3Aen
Tribal Football	1549797420	Man Utd boss Solskjaer offers assuring words to Fred	Manchester United boss Ole Gunnar Solskjaer insists he's not writing off Fred.Solskjaer has reassured Fred he will contribute to Manchester United's run.	https://news.google.com/articles/CAIiEF3LPpRxT-mTfDJ5ol8XFaQqGQgEKhAIACoHCAow2Z3dCjCbwdABMIjfigI?hl=en-IN&gl=IN&ceid=IN%3Aen
Truthout	1547712000	Tribe Turns Down Funds to Relocate as Louisiana Buys Land Anyway	The announcement that the State of Louisiana had purchased land for a resettlement project spearheaded by the Isle de Jean Charles ...	https://news.google.com/articles/CBMiW2h0dHBzOi8vdHJ1dGhvdXQub3JnL2FydGljbGVzL3RyaWJlLXR1cm5zLWRvd24tZnVuZHMtdG8tcmVsb2NhdGUtZmlyc3QtdXMtY2xpbWF0ZS1yZWZ1Z2Vlcy_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Citizens Voice	1549901983	Mohegan Tribal Council chairman resigns - News	Kevin “Red Eagle” Brown has informed the Mohegan Tribal Council that he would step down as chairman of the Mohegan Tribe for personal reasons effective ...	https://news.google.com/articles/CBMiU2h0dHA6Ly93d3cuY2l0aXplbnN2b2ljZS5jb20vbmV3cy9tb2hlZ2FuLXRyaWJhbC1jb3VuY2lsLWNoYWlybWFuLXJlc2lnbnMtMS4yNDQ0MTU30gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Let's Go Tribe	1549898092	Corey Kluber is not going anywhere	Area man who created Corey Kluber rumors, kills them.	https://news.google.com/articles/CAIiEAalUAy0v46kwGhgDHgA0nAqGQgEKhAIACoHCAow-pOECzD8woADMIq_gQY?hl=en-IN&gl=IN&ceid=IN%3Aen
Business Recorder	1549876960	AIOU provides free education to Baluchistan and Tribal region	ISLAMABAD: Allama Iqbal Open University (AIOU) announced here Monday that it will continue to provide Matric education free of cost to the students of.	https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LmJyZWNvcmRlci5jb20vMjAxOS8wMi8xMS80NzI4NDMvYWlvdS1wcm92aWRlcy1mcmVlLWVkdWNhdGlvbi10by1iYWx1Y2hpc3Rhbi1hbmQtdHJpYmFsLXJlZ2lvbi_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Associated Press	1547280000	Shutdown puts strain on hundreds of Native American tribes	FLAGSTAFF, Ariz. (AP) — Fallout from the federal government shutdown is hurting Native Americans as dwindling funds hamper access to health care and other ...	https://news.google.com/articles/CAIiEL4ZnsqYH97wto2k-TCeltMqGAgEKg8IACoHCAowhO7OATDh9CgwvKadAg?hl=en-IN&gl=IN&ceid=IN%3Aen
Pacific Northwest Inlander	1549417809	How long should the Spokane Tribe have to wait to be able to vote on the Spokane Regional Transportation Council?	Almost four years ago, Rudy Peone — then chairman of the Spokane Tribe — sent a letter to the Spokane Regional Transportation Council (SRTC) with a simple ...	https://news.google.com/articles/CBMipgFodHRwczovL3d3dy5pbmxhbmRlci5jb20vc3Bva2FuZS9ob3ctbG9uZy1zaG91bGQtdGhlLXNwb2thbmUtdHJpYmUtaGF2ZS10by13YWl0LXRvLWJlLWFibGUtdG8tdm90ZS1vbi10aGUtc3Bva2FuZS1yZWdpb25hbC10cmFuc3BvcnRhdGlvbi1jb3VuY2lsL0NvbnRlbnQ_b2lkPTE2Mjc0Nzky0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Tribal Football	1549667280	Chelsea ace Hazard: My true thoughts on old man Sarri...	Chelsea ace Eden Hazard has hailed the work of manager Maurizio Sarri.Chelsea's star man is a sought after commodity with Real Madrid a presence that will ...	https://news.google.com/articles/CAIiEAlePEWGw3MDtK7HAzLl-uwqGQgEKhAIACoHCAow2Z3dCjCbwdABMNCxoQM?hl=en-IN&gl=IN&ceid=IN%3Aen
Down To Earth Magazine	1549619784	Activists favour grant of Scheduled Tribe status to Siddis across Karnataka	The state has the largest concentration of the Afro-Indian community but ST status is granted to them in only 1 district.	https://news.google.com/articles/CBMigQFodHRwczovL3d3dy5kb3dudG9lYXJ0aC5vcmcuaW4vbmV3cy9lbnZpcm9ubWVudC9hY3RpdmlzdHMtZmF2b3VyLWdyYW50LW9mLXNjaGVkdWxlZC10cmliZS1zdGF0dXMtdG8tc2lkZGlzLWFjcm9zcy1rYXJuYXRha2EtNjMxODPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
MLB Trade Rumors	1549838580	Quick Hits: Keuchel, Marwin, Padres, Tribe, Wilson, Athletics	Free-agent left-hander Dallas Keuchel asked for a six- to seven-year contract worth $25MM to $30MM per annum at the beginning of the offseason, while fellow ...	https://news.google.com/articles/CBMiY2h0dHBzOi8vd3d3Lm1sYnRyYWRlcnVtb3JzLmNvbS8yMDE5LzAyL3F1aWNrLWhpdHMta2V1Y2hlbC1tYXJ3aW4tcGFkcmVzLXRyaWJlLXdpbHNvbi1hdGhsZXRpY3MuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Tribal Football	1549868520	Barcelona fullback Sergi Roberto: Real Madrid fight-back no surprise	Barcelona fullback Sergi Roberto says Real Madrid's return to form is no surprise.Los Blancos' derby win over Atletico Madrid sees them six points off t.	https://news.google.com/articles/CAIiEKw0oy_2NccgdrbP3D2bcEsqGQgEKhAIACoHCAow2Z3dCjCbwdABMJjfigI?hl=en-IN&gl=IN&ceid=IN%3Aen
Billings Gazette	1549489500	Former Blackfeet Tribal chairman arraigned on theft, fraud charges	Former Blackfeet Tribal Chairman Willie Andrew Sharp, who has been charged with stealing federal money from the Head Start Program, pleaded not guilty to ...	https://news.google.com/articles/CBMipwFodHRwczovL2JpbGxpbmdzZ2F6ZXR0ZS5jb20vbmV3cy9zdGF0ZS1hbmQtcmVnaW9uYWwvZm9ybWVyLWJsYWNrZmVldC10cmliYWwtY2hhaXJtYW4tYXJyYWlnbmVkLW9uLXRoZWZ0LWZyYXVkLWNoYXJnZXMvYXJ0aWNsZV9lYWQ5N2EzMy04MGMwLTVkZDktYmVkNS1iNjY4ZGU0Njg5ODIuaHRtbNIB9wFodHRwczovL2JpbGxpbmdzZ2F6ZXR0ZS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9iaWxsaW5nc2dhemV0dGUuY29tL25ld3Mvc3RhdGUtYW5kLXJlZ2lvbmFsL2Zvcm1lci1ibGFja2ZlZXQtdHJpYmFsLWNoYWlybWFuLWFycmFpZ25lZC1vbi10aGVmdC1mcmF1ZC1jaGFyZ2VzL2FydGljbGVfZWFkOTdhMzMtODBjMC01ZGQ5LWJlZDUtYjY2OGRlNDY4OTgyLmFtcC5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Economic Times	1549078800	Budget 2019: Allocations hiked for Scheduled Castes and Tribes	The government increased allocations for the welfare of Scheduled Castes and Scheduled Tribes, two politically significant constituencies, in the interim budget.	https://news.google.com/articles/CAIiEIm14i5-0tijiKWAC8QqHJ8qGQgEKhAIACoHCAow2pqGCzD954MDML-KpwY?hl=en-IN&gl=IN&ceid=IN%3Aen
StarNewsOnline.com	1549840800	Photos: PHOTOS: UNCW women take down Tribe	The Seahawks improved to 15-7 overall and 12-0 at home with Sunday's 66-58 victory. [Ken Oots | For the StarNews]. [1/18]. Ashli Jeune shoots as UNCW hosts ...	https://news.google.com/articles/CBMiTWh0dHBzOi8vd3d3LnN0YXJuZXdzb25saW5lLmNvbS9waG90b2dhbGxlcnkvTkMvMjAxOTAyMTAvU1BPUlRTLzIxMDAwOTk5MS9QSC8x0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
KXNet.com	1547712000	Flag Posting Ceremony at the Capitol Honors the state's Five Tribes	Today, the 5 tribal nations of North Dakota presented their flags in a ceremony at the state capitol building. During the state of the state, the governor announced ...	https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3Lmt4bmV0LmNvbS9uZXdzL2Jpc21hcmNrLW5ld3MvZmxhZy1wb3N0aW5nLWNlcmVtb255LWF0LXRoZS1jYXBpdG9sLWhvbm9ycy10aGUtc3RhdGUtcy1maXZlLXRyaWJlcy8xNzA4NjA5MDQ50gHBAWh0dHBzOi8vd3d3LWt4bmV0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5reG5ldC5jb20vYW1wL25ld3MvYmlzbWFyY2stbmV3cy9mbGFnLXBvc3RpbmctY2VyZW1vbnktYXQtdGhlLWNhcGl0b2wtaG9ub3JzLXRoZS1zdGF0ZS1zLWZpdmUtdHJpYmVzLzE3MDg2MDkwNDk_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
MLB.com	1549612800	OF health the main question for Tribe roster	CLEVELAND -- After losing six starting position players from the team's 2018 postseason lineup, the Indians' Opening Day roster will have plenty of new faces.	https://news.google.com/articles/CBMiSmh0dHBzOi8vd3d3Lm1sYi5jb20vbmV3cy9pbmRpYW5zLW9wZW5pbmctZGF5LXJvc3Rlci1wcmVkaWN0aW9uL2MtMzAzNzY3Mjk40gGQAWh0dHBzOi8vYW1wLW1sYi1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9hbXAubWxiLmNvbS8zMDM3NjcyOTgtaW5kaWFucy1vcGVuaW5nLWRheS1yb3N0ZXItcHJlZGljdGlvbi5hbXAuaHRtbD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
India Today	1547366400	Odisha: Minor student delivers baby in tribal residential school hostel	The 14-year-old girl, a student of class eight, delivered the baby in the school hostel on Saturday (January 12) night.	https://news.google.com/articles/CAIiEH-caviwZQ3lL56x8XNVgyAqGQgEKhAIACoHCAowot7cCjD8xM4BMK7khgI?hl=en-IN&gl=IN&ceid=IN%3Aen
The Cheat Sheet	1549846492	'Survivor Edge of Extinction': Who's the Most Famous Player Returning?	The next season of the long-running reality survival show 'Survivor' will feature many famous faces. But who is the most well-known?	https://news.google.com/articles/CAIiEBVSxxmqNI_fnGxopqo8H9IqGAgEKg8IACoHCAowu9qkCjCd6Xcw6YzrAQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Press Herald	1549443600	Letter to the editor: Media gloss over Mills' attacks on tribal sovereignty, water rights	The Portland Press Herald has shown little depth in covering the taking of tribal water rights and sovereignty by the state of Maine. It's frustrating how superficial ...	https://news.google.com/articles/CBMifmh0dHBzOi8vd3d3LnByZXNzaGVyYWxkLmNvbS8yMDE5LzAyLzA2L2xldHRlci10by10aGUtZWRpdG9yLW1lZGlhLWdsb3NzLW92ZXItbWlsbHMtYXR0YWNrcy1vbi10cmliYWwtc292ZXJlaWdudHktd2F0ZXItcmlnaHRzL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Tribal Football	1549467480	Jones set to earn new Man Utd contract	Manchester United could be set to offer Phil Jones a new contract.The English central defender is out of contract in the summer.He has been at United since ...	https://news.google.com/articles/CAIiENBkdsmhkVIcp92aU9QKR_sqGQgEKhAIACoHCAow2Z3dCjCbwdABMKjfigI?hl=en-IN&gl=IN&ceid=IN%3Aen
Rudaw	1549805875	Tribe threatens to shut Iraq's borders over detention of Hashd commander	ERBIL, Kurdistan Region – Members of the al-Khafaji tribe in the southern Iraqi city of Basra took to the streets on Sunday to protest the detention of a Hashd ...	https://news.google.com/articles/CBMiNWh0dHA6Ly93d3cucnVkYXcubmV0L2VuZ2xpc2gvbWlkZGxlZWFzdC9pcmFxLzEwMDIyMDE50gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
News18	1547539200	Assam Govt Forms GoM to Decide on Benefits for New Scheduled Tribes	The bill proposes to grant Scheduled Tribe status to six communities of the state — Koch Rajbongshi, Tai Ahom, Chutia, Moran, Matak and tea tribes of Assam ...	https://news.google.com/articles/CBMicmh0dHBzOi8vd3d3Lm5ld3MxOC5jb20vbmV3cy9pbmRpYS9hc3NhbS1nb3Z0LWZvcm1zLWdvbS10by1kZWNpZGUtb24tYmVuZWZpdHMtZm9yLW5ldy1zY2hlZHVsZWQtdHJpYmVzLTIwMDI0ODcuaHRtbNIBvQFodHRwczovL3d3dy1uZXdzMTgtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3Lm5ld3MxOC5jb20vYW1wL25ld3MvaW5kaWEvYXNzYW0tZ292dC1mb3Jtcy1nb20tdG8tZGVjaWRlLW9uLWJlbmVmaXRzLWZvci1uZXctc2NoZWR1bGVkLXRyaWJlcy0yMDAyNDg3Lmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Radio Pakistan	1549723880	'KP Govt to establish civil, session courts in tribal districts'	The Khyber Pakhtunkhwa government has approved establishment of civil and session courts in all tribal districts. A summary in this regard was approved by ...	https://news.google.com/articles/CBMiY2h0dHA6Ly93d3cucmFkaW8uZ292LnBrLzA5LTAyLTIwMTkva3AtZ292dC10by1lc3RhYmxpc2gtY2l2aWwtc2Vzc2lvbi1jb3VydHMtaW4tdHJpYmFsLWRpc3RyaWN0cy1jbdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Wire	1547452800	Citizenship Bill: Uproar in Tripura Tribal Areas Over Police Firing on Protesters	On January 8, the Tripura State Rifles personnel reportedly opened fire at protestors, leaving at least 15 persons injured.	https://news.google.com/articles/CBMiTWh0dHBzOi8vdGhld2lyZS5pbi9yaWdodHMvY2l0aXplbnNoaXAtYmlsbC10cmlwdXJhLXRyaWJhbC1hcmVhcy1wb2xpY2UtZmlyaW5n0gGVAWh0dHBzOi8vdGhld2lyZS1pbi5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3RoZXdpcmUuaW4vcmlnaHRzL2NpdGl6ZW5zaGlwLWJpbGwtdHJpcHVyYS10cmliYWwtYXJlYXMtcG9saWNlLWZpcmluZy9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
The Lincolnite	1549504800	New tipi wedding venue vows to create tribal hideaway	Lincoln-based company The Tipi Tribe has teamed up with the owners of Ferry Hill Farm on Ferry Road in Fiskerton to bring a new venue for Tipi weddings and ...	https://news.google.com/articles/CBMiWmh0dHBzOi8vdGhlbGluY29sbml0ZS5jby51ay8yMDE5LzAyL25ldy10aXBpLXdlZGRpbmctdmVudWUtdm93cy10by1jcmVhdGUtdHJpYmFsLWhpZGVhd2F5L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
