source	time	heading	story	url
The New York Times	1549635622	For the Women of Pop Music, Cash Is Queen	Ariana Grande and Cardi B have taken music video tropes created by men — audacious displays of money and sex — and expertly extracted the testosterone.	https://news.google.com/articles/CAIiEEA6BB3oqJKrQ4biwMJy5XgqFwgEKg8IACoHCAowjuuKAzCWrzwwt4QY?hl=en-IN&gl=IN&ceid=IN%3Aen
TIME	1549644683	The Backstreet Boys Explain How They're Still on Top After 25 Years	The Backstreet Boys sat down with TIME to discuss their new album, 'DNA,' and their shared history making music.	https://news.google.com/articles/CBMiNmh0dHA6Ly90aW1lLmNvbS81NTIxOTQwL2JhY2tzdHJlZXQtYm95cy1kbmEtaW50ZXJ2aWV3L9IBiAFodHRwczovL2FtcC10aW1laW5jLW5ldC5jZG4uYW1wcHJvamVjdC5vcmcvdi9hbXAudGltZWluYy5uZXQvdGltZS81NTIxOTQwL2JhY2tzdHJlZXQtYm95cy1kbmEtaW50ZXJ2aWV3P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Al Jazeera English	1547712000	Falz: The Nigerian rapper rebelling through music	Lawyer-turned-musician criticises politicians, police brutality and social injustice in his country through songs.	https://news.google.com/articles/CAIiEOyesA24d4STtX0YteC8RQkqFAgEKgwIACoFCAowhgIwkDgw87UI?hl=en-IN&gl=IN&ceid=IN%3Aen
The Guardian	1549711320	Lindsey Buckingham heart surgery damages vocal cords	Former Fleetwood Mac guitarist Lindsey Buckingham has had his vocal cords damaged during emergency open-heart surgery.	https://news.google.com/articles/CAIiEJMUa4CvxxIIwL0GyZP7F6sqFggEKg4IACoGCAowl6p7MN-zCTCOvRU?hl=en-IN&gl=IN&ceid=IN%3Aen
USA TODAY	1549864080	Smokey Robinson defends Jennifer Lopez’s Grammys Motown tribute	Jennifer Lopez faced backlash on social media for her lead participation in a tribute recognizing the historic African-American record label, Motown.	https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9saWZlL211c2ljLzIwMTkvMDIvMTEvZ3JhbW15cy0yMDE5LWplbm5pZmVyLWxvcGV6LW1vdG93bi10cmlidXRlLzI4MzUxNDYwMDIv0gFwaHR0cHM6Ly9hbXAtdXNhdG9kYXktY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYW1wLnVzYXRvZGF5LmNvbS9hbXAvMjgzNTE0NjAwMj9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
The Guardian	1549856520	The 61st annual Grammy awards – in pictures	Diana Ross and Dolly Parton received worthy tributes, Michelle Obama made a surprise appearance and H.E.R. gave a memorable performance. See images ...	https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9tdXNpYy9nYWxsZXJ5LzIwMTkvZmViLzEwL3RoZS02MXN0LWFubnVhbC1ncmFtbXktYXdhcmRzLWluLXBpY3R1cmVz0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
NPR	1549650600	Before 2019 Grammys, Women Are Still Missing From Music Business	Winners of this year's Grammy Awards will be announced Sunday, Feb. 10. It's been a year since outrage erupted in the music business after Neil Portnow, ...	https://news.google.com/articles/CAIiELMBtiOMmXrKx75AIPLemloqFggEKg4IACoGCAow9vBNMK3UCDDfpUk?hl=en-IN&gl=IN&ceid=IN%3Aen
Billboard	1549749947	Rita Wilson Discusses 'Telling the Truth' With Her Music & Being Inspired by Dolly Parton: Watch	Rita Wilson caught up with Billboard at the 2019 MusiCares Person of the Year Gala, where she chatted about how Dolly Parton has influenced her as a ...	https://news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vYXJ0aWNsZXMvbmV3cy84NDk3NDY1L3JpdGEtd2lsc29uLWludGVydmlldy1kb2xseS1wYXJ0b24tMjAxOS1tdXNpY2FyZXPSAa8BaHR0cHM6Ly93d3ctYmlsbGJvYXJkLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5iaWxsYm9hcmQuY29tL2FtcC9hcnRpY2xlcy9uZXdzLzg0OTc0NjUvcml0YS13aWxzb24taW50ZXJ2aWV3LWRvbGx5LXBhcnRvbi0yMDE5LW11c2ljYXJlcz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
The Guardian	1549630800	In excess: why are bands like Foals releasing so many albums?	Music is in the middle of a multi-album boom. Records by the 1975 and Ryan Adams reflect the age of the overshare.	https://news.google.com/articles/CAIiEPMcuDrN0IqGTiH57n6SIEgqFggEKg4IACoGCAowl6p7MN-zCTCOvRU?hl=en-IN&gl=IN&ceid=IN%3Aen
ABC News	1549831800	Best New Music: Khalid, Vera Blue, KIAN, J.Cole, Meg Mac, Slumberjack	We've got Methyl Ethel's accomplished Triage as our Feature Album, some young blood with Unearthed Feature Artist Yours Truly, and all the best stuff from the ...	https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmFiYy5uZXQuYXUvdHJpcGxlai9uZXdzL211c2ljbmV3cy9iZXN0LW5ldy1tdXNpYy1raGFsaWQtdmVyYS1ibHVlLWtpYW4tai1jb2xlLW1lZy1tYWMtc2x1bWJlcmphY2svMTA3OTQzNDDSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Guardian	1548144000	New Abba music postponed again, to 'second half of 2019'	A representative for the group says there will be 'no release before the summer' of their first new music in 35 years.	https://news.google.com/articles/CAIiEL8wh89dO_2tGZWHcotxSc4qFggEKg4IACoGCAowl6p7MN-zCTCOvRU?hl=en-IN&gl=IN&ceid=IN%3Aen
Hollywood Reporter	1549890000	'Killer Groove' Brings a Different Kind of Hit to the Music Industry (Exclusive)	The music business is a killer — and that's never been more true than in Killer Groove, a new AfterShock Comics series launching in May, from the creative team ...	https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmhvbGx5d29vZHJlcG9ydGVyLmNvbS9oZWF0LXZpc2lvbi9raWxsZXItZ3Jvb3ZlLWJyaW5ncy1hLWtpbmQtaGl0LW11c2ljLWluZHVzdHJ5LTExODQ0ODnSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Motor1.com	1549476666	STI Launches Music Video Made Out Of Exhaust Notes	Our cars make all manner of sounds, and Subaru's STi division decided to recorded several of them, using the sound samples to produce a song.	https://news.google.com/articles/CBMiQmh0dHBzOi8vd3d3Lm1vdG9yMS5jb20vbmV3cy8zMDQyNTQvc3ViYXJ1LXN0aS1leGhhdXN0LW11c2ljLXZpZGVvL9IBjQFodHRwczovL3d3dy1tb3RvcjEtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3Lm1vdG9yMS5jb20vbmV3cy8zMDQyNTQvc3ViYXJ1LXN0aS1leGhhdXN0LW11c2ljLXZpZGVvL2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
WSHU	1549865106	Classical Music Highlight: England's Two Elizabeths	Benjamin's opera, Gloriana , written to celebrate the coronation of Queen Elizabeth II is a look back at England's first Elizabethan Age. We'll enjoy the.	https://news.google.com/articles/CBMiSmh0dHA6Ly93d3cud3NodS5vcmcvcG9zdC9jbGFzc2ljYWwtbXVzaWMtaGlnaGxpZ2h0LWVuZ2xhbmRzLXR3by1lbGl6YWJldGhz0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Esquire	1547452800	True Detective Season 3 Soundtrack - T Bone Burnett Explains How the Music Connects Every True Detective Season	Esquire caught up with T Bone Burnett to discuss True Detective Season 3's incredible soundtrack (which includes a new song he wrote with Andrew Bird), ...	https://news.google.com/articles/CAIiEFKGtxX6ZUYpfnOcknOW_H4qGQgEKhAIACoHCAow-rX7CjCMjvQCMNut0wU?hl=en-IN&gl=IN&ceid=IN%3Aen
Futurism	1549651413	"Tesla's New ""Dog Mode"" Will Keep Canines Happy With AC, Music"	"Next week, Tesla will add ""Dog Mode"" and ""Sentry Mode"" to its vehicles to protect owner's furry companions and cars, respectively."	https://news.google.com/articles/CBMiOGh0dHBzOi8vZnV0dXJpc20uY29tL3RoZS1ieXRlL2RvZy1tb2RlLXRlc2xhLXNlbnRyeS1tb2Rl0gF4aHR0cHM6Ly9mdXR1cmlzbS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9mdXR1cmlzbS5jb20vZG9nLW1vZGUtdGVzbGEtc2VudHJ5LW1vZGUvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
India Today	1549287480	Watch: Priyank Sharma flirts with Neha Kakkar in new music video	Former Bigg Boss contestant Priyank Sharma has been paired opposite Neha Kakkar in new music video Kuch Kuch.	https://news.google.com/articles/CBMihwFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL3RlbGV2aXNpb24vY2VsZWJyaXR5L3N0b3J5L3dhdGNoLXByaXlhbmstc2hhcm1hLWZsaXJ0cy13aXRoLW5laGEta2Fra2FyLWluLW5ldy1tdXNpYy12aWRlby0xNDQ3OTI5LTIwMTktMDItMDTSAdUBaHR0cHM6Ly93d3ctaW5kaWF0b2RheS1pbi5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5pbmRpYXRvZGF5LmluL2FtcC90ZWxldmlzaW9uL2NlbGVicml0eS9zdG9yeS93YXRjaC1wcml5YW5rLXNoYXJtYS1mbGlydHMtd2l0aC1uZWhhLWtha2thci1pbi1uZXctbXVzaWMtdmlkZW8tMTQ0NzkyOS0yMDE5LTAyLTA0P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Gadgets Now	1549621361	How to add Google Play Music, Apple Music to Google Maps on Android and iOS	Here's how you can add music controls to Google Maps.	https://news.google.com/articles/CAIiEJFyLfKibP_uUNSBUoeJCxMqGQgEKhAIACoHCAowv9f9CjCs1fUCMNfb8wU?hl=en-IN&gl=IN&ceid=IN%3Aen
Yahoo Entertainment	1549860345	Grammy Awards 2019: Complete Winners List	Brandi Carlile, Lady Gaga and Childish Gambino emerged as early winners at Sunday's Grammy Awards, picking up multiple trophies in advance of the live ...	https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LnlhaG9vLmNvbS9lbnRlcnRhaW5tZW50L2dyYW1teS1hd2FyZHMtMjAxOS1jb21wbGV0ZS13aW5uZXJzLTIyMjIyNTU1OS5odG1s0gGkAWh0dHBzOi8vd3d3LXlhaG9vLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy55YWhvby5jb20vYW1waHRtbC9lbnRlcnRhaW5tZW50L2dyYW1teS1hd2FyZHMtMjAxOS1jb21wbGV0ZS13aW5uZXJzLTIyMjIyNTU1OS5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1549813992	Apple is offering an extended Apple Music trial during the Grammys for Shazam users	Apple acquired Shazam last year, and it's using the music search app to provide a special offer for users who are watching tonight's Grammy Awards. They'll get ...	https://news.google.com/articles/CAIiECEKuhf6CKNxz00HMVafD-gqFggEKg4IACoGCAow3O8nMMqOBjD38Ak?hl=en-IN&gl=IN&ceid=IN%3Aen
ELLE.com	1549637400	Ariana Grande's New Video 'Twist Ending' Sparks Controversy Over Queer-Baiting	I woke up refreshed with clear, hydrated-looking skin and couldn't figure out why. Then I opened my Twitter app to a stream of fire emojis flooding my timeline, ...	https://news.google.com/articles/CBMiWGh0dHBzOi8vd3d3LmVsbGUuY29tL2N1bHR1cmUvbXVzaWMvYTI2MjUwNjQ4L2FyaWFuYS1ncmFuZGUtcGxvdC10d2lzdC1tdXNpYy12aWRlby1xdWVlci_SAZ8BaHR0cHM6Ly93d3ctZWxsZS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuZWxsZS5jb20vY3VsdHVyZS9tdXNpYy9hbXAyNjI1MDY0OC9hcmlhbmEtZ3JhbmRlLXBsb3QtdHdpc3QtbXVzaWMtdmlkZW8tcXVlZXIvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1547625600	Spotify launches a simplified Car View for controlling your music while driving	Spotify has started rolling out a new Car View mode to let users more easily control their music from behind the wheel. The feature is automatically enabled ...	https://news.google.com/articles/CAIiEHjiJvY8njWNukFavg_zdAsqFggEKg4IACoGCAow3O8nMMqOBjD38Ak?hl=en-IN&gl=IN&ceid=IN%3Aen
The Financial Express	1549754953	New playlist: Music streaming apps pose threat to FM radio brands	While audio OTT players have only just begun offering non-music *content*, for radio players it has been a key source of consumer engagement.	https://news.google.com/articles/CAIiEAsJ5WbdKMzK5ji9XYKxWE4qGQgEKhAIACoHCAow55veCjDzvdUBMOW45gU?hl=en-IN&gl=IN&ceid=IN%3Aen
Variety	1548576000	Michael Jackson Music Blasts at Sundance Parties Despite Sexual Abuse Documentary	Dan Reed's harrowing Michael Jackson sexual abuse documentary has been the talk of Sundance. But to the surprise of many festival-goers, his songs are still ...	https://news.google.com/articles/CAIiEAb1AxMhA_3UC2bM4j4YET0qFwgEKg8IACoHCAowraj2AjC5-iIw3Itb?hl=en-IN&gl=IN&ceid=IN%3Aen
Cosmopolitan.com	1548144000	Kanye West Might Be Working on New Christian Music So Get Ready	Kanye West might be working on a bunch of brand new Christian-themed music, y'all—find out more about his project from 112's Slim here.	https://news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LmNvc21vcG9saXRhbi5jb20vZW50ZXJ0YWlubWVudC9hMjU5ODgwNzEva2FueWUtd2VzdC1uZXctY2hyaXN0aWFuLW11c2ljL9IBowFodHRwczovL3d3dy1jb3Ntb3BvbGl0YW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNvc21vcG9saXRhbi5jb20vZW50ZXJ0YWlubWVudC9hbXAyNTk4ODA3MS9rYW55ZS13ZXN0LW5ldy1jaHJpc3RpYW4tbXVzaWMvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Westword	1549889700	Denver's Best Concerts and Things to Do for Music Fans: February 11 to 14, 2019	Touring in support of Oxnard, rapper Anderson .Paak headlines the Fillmore Auditorium on Wednesday, while 2Cellos stops at the Pepsi Center on Thursday as ...	https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3Lndlc3R3b3JkLmNvbS9tdXNpYy9kZW52ZXJzLWJlc3QtY29uY2VydHMtYW5kLXRoaW5ncy10by1kby1mb3ItbXVzaWMtZmFucy1mZWJydWFyeS0xMS10by0xNC0yMDE5LTExMjIxNTU40gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
ESPN	1549364851	Arsenal match or music video? Mkhitaryan among stars hit by fog in Premier League 2 game	Arsenal's fog-bound Premier League 2 game vs. West Ham produced some hauntingly stunning images that were more 80s music video than football match.	https://news.google.com/articles/CBMilQFodHRwOi8vd3d3LmVzcG4uaW4vZm9vdGJhbGwvYmxvZy90aGUtdG9lLXBva2UvNjUvcG9zdC8zNzY3NzgxL2Fyc2VuYWwtbWF0Y2gtb3ItbXVzaWMtdmlkZW8tbWtoaXRhcnlhbi1hbW9uZy1zdGFycy1oaXQtYnktZm9nLWluLXByZW1pZXItbGVhZ3VlLTItZ2FtZdIB5QFodHRwczovL3d3dy1lc3BuLWluLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3d3dy5lc3BuLmluL2Zvb3RiYWxsL2Jsb2cvdGhlLXRvZS1wb2tlLzY1L3Bvc3QvMzc2Nzc4MS9hcnNlbmFsLW1hdGNoLW9yLW11c2ljLXZpZGVvLW1raGl0YXJ5YW4tYW1vbmctc3RhcnMtaGl0LWJ5LWZvZy1pbi1wcmVtaWVyLWxlYWd1ZS0yLWdhbWU_cGxhdGZvcm09YW1wJmFtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Capital XTRA	1547452800	Tekashi 6ix9ine Records New Song And Music Video In Prison	6ix9ine could potentially spend the rest of his life in jail but it hasn't stopped his creativity as he's been making new music and even a new video.	https://news.google.com/articles/CBMiUGh0dHBzOi8vd3d3LmNhcGl0YWx4dHJhLmNvbS9hcnRpc3RzL3Rla2FzaGktNml4OWluZS9uZXctbXVzaWMtcHJpc29uLXZpZGVvLXNvbmcv0gGcAWh0dHBzOi8vYW1wLWNhcGl0YWx4dHJhLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2FtcC5jYXBpdGFseHRyYS5jb20vYXJ0aXN0cy90ZWthc2hpLTZpeDlpbmUvbmV3LW11c2ljLXByaXNvbi12aWRlby1zb25nLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Vox	1547798400	R. Kelly’s label, RCA Records at Sony Music, has reportedly dropped him	According to new reports in Variety and Billboard, R. Kelly has been dropped by his record label, RCA Records. While RCA parent company Sony Music has not ...	https://news.google.com/articles/CBMiWmh0dHBzOi8vd3d3LnZveC5jb20vY3VsdHVyZS8yMDE5LzEvMTgvMTgxODg2MTgvci1rZWxseS1zb255LW11c2ljLXJjYS1yZWNvcmRzLWRyb3BwZWQtbXV0ZdIBqwFodHRwczovL3d3dy12b3gtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnZveC5jb20vcGxhdGZvcm0vYW1wL2N1bHR1cmUvMjAxOS8xLzE4LzE4MTg4NjE4L3Ita2VsbHktc29ueS1tdXNpYy1yY2EtcmVjb3Jkcy1kcm9wcGVkLW11dGU_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Billboard	1547712000	Music Photos of 2019: January	Lady Gaga and Ricky Martin attend the 25th Annual Screen Actors Guild Awards at The Shrine Auditorium on Jan. 27, 2019 in Los Angeles. do not reuse.	https://news.google.com/articles/CBMiRWh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vcGhvdG9zLzg0OTIzOTEvbXVzaWMtcGhvdG9zLW9mLTIwMTktamFudWFyedIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1547798400	Spotify will reportedly release an in-car music player later this year	Spotify is planning to release an in-car music player with voice controls later this year, anonymous sources told The Financial Times. Spotify has previously ...	https://news.google.com/articles/CAIiEFMpVGO4t4N09B-nhwoqkjIqFggEKg4IACoGCAow3O8nMMqOBjD38Ak?hl=en-IN&gl=IN&ceid=IN%3Aen
Bangalore Mirror	1549758600	Jaya­cha­marajendra Wadiyar’s Carnatic music kritis to be revived; here's how	A Western classical pianist who is touted to have composed 108 Carnatic music kritis in chaste Sanskrit; a man who was a founding member of the Vishwa ...	https://news.google.com/articles/CAIiEMJG_enXGcEuYLiIjkAazegqGQgEKhAIACoHCAow3tr9CjCP1_UCMN-G1wU?hl=en-IN&gl=IN&ceid=IN%3Aen
TMZ	1547452800	R. Kelly's Record Label RCA Releasing No New Music in Wake of 'Surviving' Documentary	R. Kelly might as well be record label-less right now -- because his current one has frozen him out ... putting new music on ice until the dust settles in his latest ...	https://news.google.com/articles/CAIiEBTBvCh60BBY8ZVpdtXpTmEqFQgEKgwIACoFCAowwGUwkAMwgO7lBQ?hl=en-IN&gl=IN&ceid=IN%3Aen
BGR India	1549622660	Vodafone Idea to reportedly launch its music streaming app soon	While Airtel and Reliance Jio already offer music streaming app under their banner, Vodafone Idea now seems to be planning to launch its own music streaming ...	https://news.google.com/articles/CAIiEBsH87pDm9p5e3JcOhY147MqGQgEKhAIACoHCAowxOX4CjCOrd8CMKiqsgU?hl=en-IN&gl=IN&ceid=IN%3Aen
CNBC	1549668886	Cramer: Wake up and hear the music—Spotify is an 'incredible' buy	Jim Cramer says Wall Street misread Spotify's guidance even though the music streaming platform has recently made some great acquisitions.	https://news.google.com/articles/CAIiEHrfopBStQzAjwnmEenY7wAqGQgEKhAIACoHCAow2Nb3CjDivdcCMJ_d7gU?hl=en-IN&gl=IN&ceid=IN%3Aen
The Washington Post	1549754776	A country music artist navigates an art form altered by America’s poisoned politics	Margo Price, a best new artist Grammy contender, finds her audience in a deeply divided country.	https://news.google.com/articles/CAIiEGZFXOFqtQs9EpThnRRoL6QqGAgEKg8IACoHCAowjtSUCjC30XQw36e5AQ?hl=en-IN&gl=IN&ceid=IN%3Aen
The Root	1548280620	Teyana Taylor's 'WTP' Music Video Deserves 10s Across the Board	From the moment I heard Teyana Taylor's “WTP” from her K.T.S.E. (Keep That Same Energy) album, I was in love.	https://news.google.com/articles/CAIiEJoprVNSF5T32TSIsLUm77EqFwgEKg4IACoGCAowk_YSMOCqBDC51eUB?hl=en-IN&gl=IN&ceid=IN%3Aen
The Guardian	1548662400	Boyzone review – highs and lows revisited in an emotional farewell	The quintessential boyband, now in their 40s, sang, danced and had a laugh before a heartfelt tribute to the friend they lost.	https://news.google.com/articles/CAIiEDySxjhwHdU89C6AoPIcPBUqFggEKg4IACoGCAowl6p7MN-zCTCOvRU?hl=en-IN&gl=IN&ceid=IN%3Aen
BBC News	1548057600	Mike Ashley in talks to buy music chain HMV	Sports Direct founder Mike Ashley has placed a bid to buy music chain HMV. HMV collapsed last month, its second administration in six years, risking 2,200 jobs ...	https://news.google.com/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL2J1c2luZXNzLTQ2OTQwMjM40gF2aHR0cHM6Ly93d3ctYmJjLWNvLXVrLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmJiYy5jby51ay9uZXdzL2FtcC9idXNpbmVzcy00Njk0MDIzOD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
The Epoch Times	1549636584	Jackie Evancho Once Again Leaves AGT Judges Awestruck with ‘Music of the Night’	"""Voice of an angel"" Jackie Evancho has changed a little since her first appearance on America's Got Talent ..."	https://news.google.com/articles/CAIiEJASmMg-zx-L0Adjyre1APIqFwgEKg8IACoHCAow5uLNATDi2ycw3vRO?hl=en-IN&gl=IN&ceid=IN%3Aen
