source	time	heading	story	url
Pacific Daily News	1549852605	Child pornography charges filed against 18-year-old woman	An 18-year-old woman is accused of sharing child pornography and was charged in local court Saturday.	https://news.google.com/articles/CBMif2h0dHBzOi8vd3d3Lmd1YW1wZG4uY29tL3N0b3J5L25ld3MvbG9jYWwvMjAxOS8wMi8xMC9jaGlsZC1wb3JuLWNoYXJnZXMtMTgteWVhci1vbGQtZ3VhbS13b21lbi1mYWNlYm9vay1zb2NpYWwtbWVkaWEvMjgzMjI3MjAwMi_SAW5odHRwczovL2FtcC1ndWFtcGRuLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2FtcC5ndWFtcGRuLmNvbS9hbXAvMjgzMjI3MjAwMj9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
INQUIRER.net	1549875300	Indonesian entertainers protest law on ‘pornography,’ blasphemy in music	"Indonesian entertainers have rallied against a draft law that seeks to ban blasphemous and ""pornographic"" music *content*."	https://news.google.com/articles/CBMib2h0dHBzOi8vZW50ZXJ0YWlubWVudC5pbnF1aXJlci5uZXQvMzE3NzM1L2luZG9uZXNpYW4tZW50ZXJ0YWluZXJzLXByb3Rlc3QtbGF3LW9uLXBvcm5vZ3JhcGh5LWJsYXNwaGVteS1pbi1tdXNpY9IBxgFodHRwczovL2VudGVydGFpbm1lbnQtaW5xdWlyZXItbmV0LmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvZW50ZXJ0YWlubWVudC5pbnF1aXJlci5uZXQvMzE3NzM1L2luZG9uZXNpYW4tZW50ZXJ0YWluZXJzLXByb3Rlc3QtbGF3LW9uLXBvcm5vZ3JhcGh5LWJsYXNwaGVteS1pbi1tdXNpYy9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
