source	time	heading	story	url
InformationWeek	1549550176	The Title Machine Learning Engineer Will Start to Disappear	We may be at a point in the evolution of machine learning tools where formal education in the field is no longer necessary.	https://news.google.com/articles/CBMikwFodHRwczovL3d3dy5pbmZvcm1hdGlvbndlZWsuY29tL3N0cmF0ZWdpYy1jaW8vdGVhbS1idWlsZGluZy1hbmQtc3RhZmZpbmcvdGhlLXRpdGxlLW1hY2hpbmUtbGVhcm5pbmctZW5naW5lZXItd2lsbC1zdGFydC10by1kaXNhcHBlYXIvYS9kLWlkLzEzMzM4MTbSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Genetic Engineering & Biotechnology News	1549534380	Prostate Cancer Prediction Looks to Machine Learning for Accuracy Boost	Diagnosing prostate cancer (PCa) has continually faced hurdles that have been difficult to overcome. The current diagnostic standard, the prostate-specific ...	https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmdlbmVuZ25ld3MuY29tL25ld3MvcHJvc3RhdGUtY2FuY2VyLXByZWRpY3Rpb24tbG9va3MtdG8tbWFjaGluZS1sZWFybmluZy1mb3ItYWNjdXJhY3ktYm9vc3Qv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Scientific American	1548956925	How Machine Learning Could Keep Dangerous DNA out of Terrorists' Hands	Scientific American is the essential guide to the most awe-inspiring advances in science and technology, explaining how they change our understanding of the ...	https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LnNjaWVudGlmaWNhbWVyaWNhbi5jb20vYXJ0aWNsZS9ob3ctbWFjaGluZS1sZWFybmluZy1jb3VsZC1rZWVwLWRhbmdlcm91cy1kbmEtb3V0LW9mLXRlcnJvcmlzdHMtaGFuZHMv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Next Platform	1544860800	Peering Into The Future Of Machine Learning Hardware	This story has been temporarily removed. If you want to learn more about Inspur's machine learning hardware, check it out here.	https://news.google.com/articles/CBMiXWh0dHBzOi8vd3d3Lm5leHRwbGF0Zm9ybS5jb20vMjAxOC8xMi8xNS9wZWVyaW5nLWludG8tdGhlLWZ1dHVyZS1vZi1tYWNoaW5lLWxlYXJuaW5nLWhhcmR3YXJlL9IBrgFodHRwczovL3d3dy1uZXh0cGxhdGZvcm0tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3Lm5leHRwbGF0Zm9ybS5jb20vMjAxOC8xMi8xNS9wZWVyaW5nLWludG8tdGhlLWZ1dHVyZS1vZi1tYWNoaW5lLWxlYXJuaW5nLWhhcmR3YXJlL2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
www.computing.co.uk	1547741809	Home - AI & Machine Learning Awards	Artificial Intelligence as a concept has existed for decades, but only in recent years have businesses begun large-scale adoption. AI technologies have the ...	https://news.google.com/articles/CBMiJmh0dHA6Ly9ldmVudHMuY29tcHV0aW5nLmNvLnVrL2FpbWwyMDE50gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Economic Times	1548144000	Big Data, machine learning, data science to drive top job opportunities: Report	KOLKATA: Big Data, machine learning and data science will drive top job opportunities this year, says the Salary Benchmark 2019 report by professional ...	https://news.google.com/articles/CAIiEKq920KMyNxhnly12HLma9MqGQgEKhAIACoHCAow2pqGCzD954MDMJGlmgY?hl=en-IN&gl=IN&ceid=IN%3Aen
Fairfield Current	1549858515	Lisk Machine Learning (LML) Reaches Market Capitalization of $11.97 Million	Lisk Machine Learning (CURRENCY:LML) traded down 0% against the US dollar during the one day period ending at 23:00 PM Eastern on February 3rd.	https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmZhaXJmaWVsZGN1cnJlbnQuY29tL25ld3MvMjAxOS8wMi8xMC9saXNrLW1hY2hpbmUtbGVhcm5pbmctcHJpY2UtaGl0cy0wLTEwLW9uLXRvcC1leGNoYW5nZXMtbG1sLmh0bWzSAcUBaHR0cHM6Ly93d3ctZmFpcmZpZWxkY3VycmVudC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuZmFpcmZpZWxkY3VycmVudC5jb20vbmV3cy8yMDE5LzAyLzEwL2xpc2stbWFjaGluZS1sZWFybmluZy1wcmljZS1oaXRzLTAtMTAtb24tdG9wLWV4Y2hhbmdlcy1sbWwuaHRtbC9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
TDWI	1547539200	The Rise of Automated Machine Learning	No matter what industry you're in, autoML can help you use machine learning successfully and extract and leverage business insights hidden in places where ...	https://news.google.com/articles/CBMiVGh0dHBzOi8vdGR3aS5vcmcvYXJ0aWNsZXMvMjAxOS8wMS8xNS9hZHYtYWxsLXJpc2Utb2YtYXV0b21hdGVkLW1hY2hpbmUtbGVhcm5pbmcuYXNweNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Analytics India Magazine	1548316800	Is It Possible To Learn Data Science & Machine Learning Without Mathematics?	Whether is it mandatory or not to know mathematics before the dreamers step their foot in the world of data science and machine learning.	https://news.google.com/articles/CAIiELAd5FMe6420HKufMgIKDhQqGQgEKhAIACoHCAowiv6GCzDhmIUDMKKElgY?hl=en-IN&gl=IN&ceid=IN%3Aen
Symmetry magazine	1548662400	Data scientists face off in LSST machine-learning competition	Data scientists trained computers to pick out useful information from LSST's hi-res snapshots of the universe.	https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LnN5bW1ldHJ5bWFnYXppbmUub3JnL2FydGljbGUvZGF0YS1zY2llbnRpc3RzLWZhY2Utb2ZmLWluLWxzc3QtbWFjaGluZS1sZWFybmluZy1jb21wZXRpdGlvbtIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Next Platform	1549031827	Stage Set for Richer Machine Learning-Infused HPC	A research collaboration between the National Cancer Institute (NCI) and Lawrence Livermore National Laboratory (LLNL) is demonstrating the value of using.	https://news.google.com/articles/CBMiWmh0dHBzOi8vd3d3Lm5leHRwbGF0Zm9ybS5jb20vMjAxOS8wMi8wMS9zdGFnZS1zZXQtZm9yLXJpY2hlci1tYWNoaW5lLWxlYXJuaW5nLWluZnVzZWQtaHBjL9IBqwFodHRwczovL3d3dy1uZXh0cGxhdGZvcm0tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3Lm5leHRwbGF0Zm9ybS5jb20vMjAxOS8wMi8wMS9zdGFnZS1zZXQtZm9yLXJpY2hlci1tYWNoaW5lLWxlYXJuaW5nLWluZnVzZWQtaHBjL2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1547625600	Google's Artificial Intelligence And Machine Learning Research Priorities: Freelancers, Take Note	Google just described its research priorities in AI and Machine Learning. Freelancers, take note!	https://news.google.com/articles/CAIiEPkSmTP3cltV5vNvbO_at28qFQgEKg0IACoGCAowrqkBMKBFMMGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
The Predictive Analytics Times	1549364420	Dr. Data Video: Five Ways Your Safety Depends on Machine Learning	In this episode of The Dr. Data Show, Eric Siegel tells you about five ways your safety depends on machine learning, which actively protects you from all sorts of ...	https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LnByZWRpY3RpdmVhbmFseXRpY3N3b3JsZC5jb20vcGF0aW1lcy9kci1kYXRhLXZpZGVvLWZpdmUtd2F5cy15b3VyLXNhZmV0eS1kZXBlbmRzLW9uLW1hY2hpbmUtbGVhcm5pbmcvMTAwMTQv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
insideBIGDATA	1547625600	Best of arXiv.org for AI, Machine Learning, and Deep Learning – December 2018	In this recurring monthly feature, we filter recent research papers appearing on the arXiv.org preprint server for compelling subjects relating to AI, machine ...	https://news.google.com/articles/CBMib2h0dHBzOi8vaW5zaWRlYmlnZGF0YS5jb20vMjAxOS8wMS8xNi9iZXN0LW9mLWFyeGl2LW9yZy1mb3ItYWktbWFjaGluZS1sZWFybmluZy1hbmQtZGVlcC1sZWFybmluZy1kZWNlbWJlci0yMDE4L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Times of India	1549523626	Google using machine learning to filter spam on Gmail	Google is taking help of in-house machine learning system TensorFlow to filter spam on Gmail.	https://news.google.com/articles/CAIiEK5-wdM0-pmGnrOa7TyJJYsqGQgEKhAIACoHCAowzrL9CjDC7vQCMNG6owY?hl=en-IN&gl=IN&ceid=IN%3Aen
Analytics India Magazine	1548057600	10 Sure Shot Takeaways For Every Data Science Professional From Machine Learning Developer Summit	Analytics India Magazine is hosting one of India's biggest Machine Learning conferences, scheduled to occur on January 30th and 31st. The Machine...	https://news.google.com/articles/CAIiEFZYVy9IKliLFMxY9uQ4no4qGQgEKhAIACoHCAowiv6GCzDhmIUDMKKElgY?hl=en-IN&gl=IN&ceid=IN%3Aen
Analytics India Magazine	1548230400	Is Re-identifying Physical Activity Data With Machine Learning A Data Privacy Concern?	A recent research studies the feasibility of re-identifying Individuals in data sets from which protected health information has been removed.	https://news.google.com/articles/CAIiEBeEpYMPiiJaa-abTpM7EIMqGQgEKhAIACoHCAowiv6GCzDhmIUDMKKElgY?hl=en-IN&gl=IN&ceid=IN%3Aen
